tbl_TrunkGroup(tbl_TrunkGroup)

Export Time:2018/06/03 10:39:31

Direct index number,Trunk group number,Equipment ID,Trunk group name,Call source code,Office number,Circuit type,Group direction,Circuit selection mode,Additional group,Reserved circuit number for priority user,Connect satellite circuit,International call,Number incomplete,Name valid,Virtual trunk group,Reserved,National Variant,Call-in authority,Call-out authority,Overlap send called number,DOD2,CLIR flag,Send initial tone,Initial tone type,Send exceptional tone,Exceptional tone type,Charging source code,Outgoing trunk charging source code,Use opposite pulse,Centralized accounting flag,Meter bill flag,Type of usage,Reserved 24,Generate call attempt bill,EC capability,Support EC in hairpin call,EC initiative,EC use mode,Blank,Can request caller number,Connect without valid caller number,Calling number min length,Caller number provision mode,Software parameter of signalling control,Default caller number,Bar forwarded call,Connect by default,Calling number address attribute transmitting mode,Whether request caller number for CCB,Request original called number,Connect without valid caller number,Connect without valid original called number,Call barring group number,Signalling mode,Signalling link,Upper seizure threshold,Lower seizure threshold,Software parameter of service control,OPC,DPC,Network indicator,Network management source code,Idle circuits for weak call restriction,Idle circuits for forced call restriction,Audio codec prefer,Circuit pool number,Partial Cli Index,Reserved circuit number for incoming call,Timer group index,ISUP TX mask,ISUP RX mask,ISUP compatibility transmit mask,ISUP compatibility receive mask,Video codec prefer,Video supported flag,Query CAC flag,Hop Counter,Hop Counter Value,Trunk Group type,Enhanced Voice Attribute,Maximum Simultaneous Call,Maximum Simultaneous Incomming Call,Maximum Simultaneous Outgoing Call,Codec List,Gain value,Interface ID,Type of PCCWID,PRA ID,Master/Slave flag,Preselect policy code,Send SAC,Not Ignore CLI  for incoming Trunk,Not Ignore CLI  for outgoing Trunk,Incoming Route Priority,Handle RO Mode,Send Route Origin,Force Release Call,Reserved 27,Incoming Trunk CM Flag,Outgoing Trunk CM Flag,Block status,Reserved 28,Incoming Trunk Class Mark Code,Outgoing Trunk Class Mark Code,ISUP TX sub mask,ISUP RX sub mask,Tone Group,Record status
660,1509,65535,SIPTG_Hytec & Co LLC_S,610,1508,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22344445,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,15,15,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
661,1512,65535,SIPTG_OPAL Trck Oman LLC_B,612,1512,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111101111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22362550,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
662,1513,65535,SIPTG_OPAL Trck Oman LLC_S,612,1512,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111101111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22362550,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
663,1514,65535,SIPTG_Muscat Crown Projects_B,614,1514,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111101111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22356000,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,10,10,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
664,1515,65535,SIPTG_Muscat Crown Projects_S,614,1514,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111101111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22356000,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,10,10,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
665,121,1,BOIGW2-QTEL-IGW2-Tra,205,111,ISUP,Bidirectional trunk,Main control/non-main control,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,True,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,255,False,True,False,True,Always ON,'0,True,True,1,Default number,255,888888888888,False,True,Not transparently transmit,True,False,True,True,65535,China,'0,'0,'0,'01000000000000000000000000000000,'002163,'0021B6,International network,65535,'0,'0,None,255,65535,'0,'0,None,None,None,None,'0,'0,Not Query,False,'0,'0,'00000000000000000000000000000000,None,None,None,1111110001011110111000000111000100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
666,117,3,BOIGW2-QTEL-IGW3-Tra,205,112,ISUP,Bidirectional trunk,Main control/non-main control,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,True,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,255,False,True,False,True,Always ON,'0,True,True,1,Default number,255,888888888888,False,True,Not transparently transmit,True,False,True,True,65535,China,'0,'0,'0,'01000000000000000000000000000000,'002163,'0021B0,International network,65535,'0,'0,None,255,65535,'0,'0,None,None,None,None,'0,'0,Not Query,False,'0,'0,'00000000000000000000000000000000,None,None,None,1111110001011110111000000111000100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
667,1516,65535,SIPTG_Toque Trade and Control_B,616,1516,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,'000000000000000000000000,'000000000000000000000000,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22362400,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,15,15,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
668,1517,65535,SIPTG_Toque Trade and Control_S,616,1516,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,'000000000000000000000000,'000000000000000000000000,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22362400,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,15,15,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
669,1510,65535,SIPTG_Safety Technical Services_B,618,1510,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,'000000000000000000000000,'000000000000000000000000,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,888888888888,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,15,15,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
670,1511,65535,SIPTG_Safety Technical Services_S,618,1510,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,'000000000000000000000000,'000000000000000000000000,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,888888888888,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,15,15,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
671,1518,65535,SIPTG_Muscat Natnl Dvlpmnt_B,620,1518,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,'000000000000000000000000,'000000000000000000000000,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22355200,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,10,10,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
672,1519,65535,SIPTG_Muscat Natnl Dvlpmnt_S,620,1518,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,'000000000000000000000000,'000000000000000000000000,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22355200,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,10,10,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
673,395,65535,SIPTG_F-Oman 1,231,395,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,'000000000000000000000000,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,888888888888,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,120,120,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
674,396,65535,SIPTG_F-Oman 2,231,396,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,'000000000000000000000000,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,888888888888,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,120,120,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
675,1520,65535,SIPTG_Sohar SWRO Company LLC_B,999,1520,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22354900,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
676,1521,65535,SIPTG_Sohar SWRO Company LLC_S,999,1520,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22354900,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
677,1523,65535,SIPTG_Ibn Sina Pharmacy LLC_S,622,1522,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111101111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22355900,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
678,1524,65535,SIPTG_The Oman Munitions Production Company_B,624,1524,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22354400,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
679,1525,65535,SIPTG_The Oman Munitions Production Company_S,624,1524,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22354400,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
680,1526,65535,SIPTG_Action Group Holding LLC_B,626,1526,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22354800,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,15,15,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
681,1527,65535,SIPTG_Action Group Holding LLC_S,626,1526,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22354800,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,15,15,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
682,1015,6,INT Voice IMS Test,634,1015,PRA,Bidirectional trunk,Cyclic,'0,'0,False,False,False,'0,False,255,ITU-T,111111111111111111111111,111111111111111111111111,True,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,15,False,False,False,True,Always ON,'0,True,True,1,Default number,63,22059600,False,True,Not transparently transmit,False,False,True,True,65535,China,248,'0,'0,'00000000000000000000000000000000,'000000,'000000,International network,65535,'0,'0,None,'0,65535,'0,'0,'0,'0,CPBTXMASK0,CPBRXMASK0,'0,'0,Not Query,False,'0,'0,'00000000000000000000000000000000,None,None,None,1111110001011110111000000111000000000000,'0,None,PRA,,Master,65535,False,True,True,Not Configure,Send RO Directly,Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
683,1528,65535,SIPTG_Deloitte Touche CO LLC_B,628,1528,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22354300,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000011111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
684,1529,65535,SIPTG_Deloitte Touche CO LLC_S,628,1528,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22354300,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
