tbl_CallPreProc(tbl_CallPreProc)

Export Time:2018/06/03 11:07:18

ID,Call source code,Call code,Nature of callee address indicator,Centrex GroupNo,Local DN set,Call prefix,Caller category,Time Index,Orginal SubCategory,Call prefix processing name,Call from,Called number change flag,Method of sending tone,Failure processing flag,Caller number change flag,Call Prefix Processing control flag,Color ring mode,Reserved,New DN set,Called number change index,Caller number change index,Mobile send tone method,Reanalysis,Tone position,Send answer signal,Reserved Field,Reanalysis items,Signal tone type,Processing type,Failure cause code,SCP parameter table index,New Local DN set,New Call Source Code,Master/Slave type,Adjust called num flag,Adjust called num before change flag,Adjust called collected num flag,Reserved Field,SubCategory,Prefix index,Service access code,Reserved For Hot Patch,Status
1325,401,3598,All number,65535,'0,2236026,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1326,401,3599,All number,65535,'0,2236027,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1327,401,3600,All number,65535,'0,2236028,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1328,401,3601,All number,65535,'0,2236029,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1343,401,4471,All number,65535,'0,223603,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1425,401,3648,All number,65535,'0,2236240,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1426,401,3649,All number,65535,'0,2236241,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1427,401,3650,All number,65535,'0,2236242,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1428,401,3651,All number,65535,'0,2236243,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1429,401,3652,All number,65535,'0,2236244,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1345,401,2260,All number,65535,'0,2236245,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1409,401,2261,All number,65535,'0,2236246,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1410,401,2265,All number,65535,'0,2236247,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1411,401,3411,All number,65535,'0,2236248,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1412,401,3412,All number,65535,'0,2236249,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1413,401,3413,All number,65535,'0,2236255,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1414,401,3422,All number,65535,'0,2236256,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1415,401,3423,All number,65535,'0,2236257,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1416,401,3605,All number,65535,'0,2236258,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1417,401,3640,All number,65535,'0,2236259,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1395,401,1420,All number,65535,'0,2236300,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1403,401,1421,All number,65535,'0,2236301,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1404,401,1728,All number,65535,'0,2236302,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1405,401,1805,All number,65535,'0,2236303,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1406,401,1806,All number,65535,'0,2236304,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1401,401,3637,All number,65535,'0,223635,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1402,401,3638,All number,65535,'0,223636,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1496,401,3689,All number,65535,'0,223639,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1352,401,3624,All number,65535,'0,223642,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1332,401,3604,All number,65535,'0,2236490,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1194,401,2610,All number,65535,'0,2237,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1309,65534,3588,All number,65535,6,2237,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1488,401,3737,All number,65535,'0,22377779,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1196,401,2612,All number,65535,'0,2238,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1310,65534,3589,All number,65535,6,2238,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2188,401,4381,All number,65535,'0,22388888,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1311,65534,3590,All number,65535,6,2239,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1198,401,2614,All number,65535,'0,2239,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1335,401,3611,All number,65535,'0,22399999,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2162,401,4729,All number,65535,'0,2250,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2170,65534,4737,All number,65535,6,2250,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1816,401,4158,All number,65535,'0,22500,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1826,65534,4168,All number,65535,6,22500,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2139,401,4697,All number,65535,'0,2250000,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2140,401,4698,All number,65535,'0,2250001,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2141,401,4699,All number,65535,'0,2250002,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2142,401,4700,All number,65535,'0,2250003,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2143,401,4701,All number,65535,'0,2250004,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2144,401,4705,All number,65535,'0,2250005,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2145,401,4706,All number,65535,'0,2250006,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2146,401,4707,All number,65535,'0,2250007,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2147,401,4708,All number,65535,'0,2250008,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2148,401,4709,All number,65535,'0,2250009,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1870,401,4282,All number,65535,'0,225003,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1871,401,4283,All number,65535,'0,2250070,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1872,401,4284,All number,65535,'0,2250071,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1873,401,4285,All number,65535,'0,2250072,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1874,401,4286,All number,65535,'0,2250073,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1881,401,4293,All number,65535,'0,2250074,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2084,401,4643,All number,65535,'0,2250080,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2085,401,4644,All number,65535,'0,2250081,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2086,401,4645,All number,65535,'0,2250082,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2087,401,4646,All number,65535,'0,2250083,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2088,401,4647,All number,65535,'0,2250084,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1817,401,4159,All number,65535,'0,22501,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1827,65534,4169,All number,65535,6,22501,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1828,65534,4170,All number,65535,6,22502,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1818,401,4160,All number,65535,'0,22502,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1829,65534,4171,All number,65535,6,22503,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1819,401,4161,All number,65535,'0,22503,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
718,401,1617,All number,65535,'0,225030,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
719,401,1619,All number,65535,'0,225031,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
720,401,1620,All number,65535,'0,225032,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
721,401,1621,All number,65535,'0,225033,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
722,401,1622,All number,65535,'0,225034,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1445,401,3670,All number,65535,'0,225035,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1446,401,3671,All number,65535,'0,225036,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1447,401,3672,All number,65535,'0,225037,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1448,401,3673,All number,65535,'0,225038,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1449,401,3674,All number,65535,'0,225039,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1820,401,4162,All number,65535,'0,22504,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1830,65534,4172,All number,65535,6,22504,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1801,401,4053,All number,65535,'0,225041,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1802,401,4150,All number,65535,'0,225042,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2112,401,4681,All number,65535,'0,2250445,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2113,401,4682,All number,65535,'0,2250446,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2114,401,4683,All number,65535,'0,2250447,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2115,401,4684,All number,65535,'0,2250448,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
