tbl_CallPreProc(tbl_CallPreProc)

Export Time:2018/06/03 11:07:18

ID,Call source code,Call code,Nature of callee address indicator,Centrex GroupNo,Local DN set,Call prefix,Caller category,Time Index,Orginal SubCategory,Call prefix processing name,Call from,Called number change flag,Method of sending tone,Failure processing flag,Caller number change flag,Call Prefix Processing control flag,Color ring mode,Reserved,New DN set,Called number change index,Caller number change index,Mobile send tone method,Reanalysis,Tone position,Send answer signal,Reserved Field,Reanalysis items,Signal tone type,Processing type,Failure cause code,SCP parameter table index,New Local DN set,New Call Source Code,Master/Slave type,Adjust called num flag,Adjust called num before change flag,Adjust called collected num flag,Reserved Field,SubCategory,Prefix index,Service access code,Reserved For Hot Patch,Status
1275,65534,3555,All number,65535,2,A2204,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1356,223,1559,All number,65535,9,A2204,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
622,218,1559,All number,65535,9,A2204,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1357,223,1560,All number,65535,9,A2205,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
623,218,1560,All number,65535,9,A2205,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1276,65534,3556,All number,65535,2,A2205,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1277,65534,3557,All number,65535,2,A2206,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1358,223,1561,All number,65535,9,A2206,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
624,218,1561,All number,65535,9,A2206,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1278,65534,3558,All number,65535,2,A2207,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1359,223,1562,All number,65535,9,A2207,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
625,218,1562,All number,65535,9,A2207,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1360,223,1563,All number,65535,9,A2208,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
626,218,1563,All number,65535,9,A2208,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1279,65534,3559,All number,65535,2,A2208,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1361,223,1564,All number,65535,9,A2209,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1280,65534,3560,All number,65535,2,A2209,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
627,218,1564,All number,65535,9,A2209,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
283,65534,583,All number,65535,2,A2210,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1180,65534,2241,All number,65535,2,A2212,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,6,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1362,223,1570,All number,65535,9,A222005,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
633,218,1570,All number,65535,9,A222005,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1363,223,1571,All number,65535,9,A222006,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
634,218,1571,All number,65535,9,A222006,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1281,65534,3561,All number,65535,2,A2230,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1364,223,1565,All number,65535,9,A2230,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
628,218,1565,All number,65535,9,A2230,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1187,65534,3539,All number,65535,2,A223089,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,6,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1188,218,3541,All number,65535,9,A223089,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,6,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
629,218,1566,All number,65535,9,A2231,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1282,65534,3562,All number,65535,2,A2231,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1365,223,1566,All number,65535,9,A2231,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1283,65534,3563,All number,65535,2,A2232,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
630,218,1567,All number,65535,9,A2232,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1366,223,1567,All number,65535,9,A2232,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
631,218,1568,All number,65535,9,A2233,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1284,65534,3564,All number,65535,2,A2233,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1367,223,1568,All number,65535,9,A2233,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1368,223,1569,All number,65535,9,A2234,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
632,218,1569,All number,65535,9,A2234,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1285,65534,3565,All number,65535,2,A2234,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1191,218,2607,All number,65535,9,A2235,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1373,223,2607,All number,65535,9,A2235,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1286,65534,3566,All number,65535,2,A2235,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1193,218,2609,All number,65535,9,A2236,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1287,65534,3567,All number,65535,2,A2236,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1374,223,2609,All number,65535,9,A2236,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1375,223,2611,All number,65535,9,A2237,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1195,218,2611,All number,65535,9,A2237,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1288,65534,3568,All number,65535,2,A2237,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1197,218,2613,All number,65535,9,A2238,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1376,223,2613,All number,65535,9,A2238,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1289,65534,3569,All number,65535,2,A2238,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1377,223,2615,All number,65535,9,A2239,All categories,'0,65534,CAI_to_NF_to_LDNSET6,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1290,65534,3570,All number,65535,2,A2239,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1199,218,2615,All number,65535,9,A2239,All categories,'0,65534,Sama_to_NF_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2174,223,4741,All number,65535,9,A2250,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2166,65534,4733,All number,65535,2,A2250,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1821,65534,4163,All number,65535,2,A22500,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1831,223,4173,All number,65535,9,A22500,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1822,65534,4164,All number,65535,2,A22501,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1832,223,4174,All number,65535,9,A22501,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1833,223,4175,All number,65535,9,A22502,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1823,65534,4165,All number,65535,2,A22502,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1824,65534,4166,All number,65535,2,A22503,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1834,223,4176,All number,65535,9,A22503,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1835,223,4177,All number,65535,9,A22504,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1825,65534,4167,All number,65535,2,A22504,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1840,65534,4182,All number,65535,2,A22505,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1848,223,4190,All number,65535,9,A22505,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1849,223,4191,All number,65535,9,A22506,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1841,65534,4183,All number,65535,2,A22506,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1842,65534,4184,All number,65535,2,A22507,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1850,223,4192,All number,65535,9,A22507,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1851,223,4193,All number,65535,9,A22508,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1843,65534,4185,All number,65535,2,A22508,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1856,65534,4267,All number,65535,2,A22509,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1858,223,4269,All number,65535,9,A22509,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1860,65534,4271,All number,65535,2,A2251,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1862,223,4273,All number,65535,9,A2251,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1923,65534,4343,All number,65535,2,A2252,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1945,223,4365,All number,65535,9,A2252,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1946,223,4366,All number,65535,9,A2253,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1924,65534,4344,All number,65535,2,A2253,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2175,223,4742,All number,65535,9,A2254,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2167,65534,4734,All number,65535,2,A2254,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
