Route No.,Route Name,Subroute Sel.Mode,Per of Dir Subroutes,Percentage 2,Percentage 3,Percentage 4,1st sub-route,2nd sub-route,3rd sub-route,4th sub-route
3105,NFixed-1Sparkle,Sequential selection,0,0,0,0,330,None,None,None
3106,NFixed-1Indosat,Select by percentage,50,50,0,0,370,371,None,None
3107,NFixed-1TATA IND-2Bharti-3JT-4Tele-5Qtel-6ISC-3107,Select by percentage,24,36,24,8,350,351,180,181
3108,NFixed-1TIS-2Qtel-3Bharti-4TATA-5TATA-IND-3108,Select by percentage,100,50,50,60,330,113,114,180
3109,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3109,Select by percentage,70,30,60,20,220,221,180,181
3110,Nfixed-1TIS-2Indosat-3JT-4TATA-5Bharti-3110,Select by percentage,50,25,25,50,330,340,341,370
3111,Nfixed-1Indosat-2Tele-3TIS-4Bharti-5JT-3111,Select by percentage,50,50,8,8,370,371,80,81
3112,Nfixed-1TIS-2Indosat-3JT-4TATA-5Bharti-3112,Select by percentage,50,25,25,50,330,340,341,370
3114,NFixed-1Sparkle-2Invitel-3TelenorU-4TelenorC-5ISC,Select by percentage,100,100,50,50,330,140,80,81
3115,Nfixed-2TIS-3TATA-4JT-5Bharti-6TATA-IND-3115,Select by percentage,100,70,30,50,330,220,221,260
3116,Nfixed-1TATA-3JT-4Bharti-5TIS-6TATA-IND-3116,Select by percentage,70,30,50,50,220,221,260,261
3117,Nfixed-2TIS-3JT-4TATA-5Bharti-6TATA-IND-3117,Select by percentage,100,50,50,70,330,260,261,220
3118,Nfixed-1Tele-2Bharti-3JT-4TATAIND-5TATAVOIP-3118,Select by percentage,8,8,46,38,80,81,82,83
3121,NFixed-1Tata,Select by percentage,30,70,0,0,221,220,None,None
3122,Nfixed-1Tele-2TIS-3Pantel,Select by percentage,50,50,50,50,82,83,80,81
3123,NFixed-1Tata,Select by percentage,30,70,0,0,221,220,None,None
3124,NFixed-1Tele-2Tata-3Pantel,Select by percentage,50,50,50,50,82,83,80,81
3125,Nfixed-1IDTVOIP-2TATA-3Pantel-4Bharti-3125,Select by percentage,50,50,70,30,270,271,220,221
3126,Nfixed-1Tele-2TIS-3Tata,Select by percentage,50,50,50,50,82,83,80,81
3127,NFixed-1Tata-2Tele-3TIS,Select by percentage,30,70,50,50,221,220,82,83
3128,Nfixed-1Bharti-2JT-3TATA-4TIS-5Tele-6Protel-3128,Select by percentage,60,20,20,50,180,181,182,260
3129,Nfixed-1TATALondon-2TATAInd-3ISC,Select by percentage,100,40,60,50,220,350,351,58
3130,Nfixed-1TATAInd-2ISC,Select by percentage,40,60,50,50,350,351,58,59
3131,NFixed-1indosat-2TATAInd-3TATALondon,Select by percentage,50,50,40,60,370,371,350,351
3132,Nfixed-1TATAInd-2TATALondon-3ISC,Select by percentage,40,60,100,50,350,351,220,58
3133,Nfixed-1TATALondon-2TATAInd-3ISC,Select by percentage,100,40,60,50,220,350,351,58
3135,Nfixed-1Qtel-2TATAlondon-3TATA IND-4ISC,Select by percentage,50,50,100,40,113,114,220,350
3136,Nfixed-1TIS-2TATA IND-3ISC,Select by percentage,100,40,60,50,330,350,351,58
3137,Nfixed-1ISC-2TATA IND,Select by percentage,50,50,40,60,58,59,350,351
3138,Nfixed-1TATA London-2ISC,Select by percentage,100,50,50,0,220,58,59,None
3139,Nfixed-1Qtel-2TATA Ind-3ISC,Select by percentage,50,50,40,60,113,114,350,351
3140,NFixed-1SparkleVoIP,Select by percentage,100,0,0,0,340,None,None,None
3141,Nfixed-1JT-2TATA-3Tele-4Pantel-5Bharti-3141,Select by percentage,50,50,70,30,260,261,220,221
3142,NFixed-1TIS-2Telenor-3TATA-4Bharti-3142,Select by percentage,100,8,8,46,330,80,81,82
3143,NFixed-1Tele-2TATA-3Bharti-4ISC,Select by percentage,50,50,50,50,80,81,82,83
3144,NFixed-1Tele-2TATA-3Bharti-3144,Select by percentage,50,50,50,50,80,81,82,83
3145,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3145,Select by percentage,70,30,60,20,220,221,180,181
3146,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3146,Select by percentage,70,30,60,20,220,221,180,181
3147,Nfixed-1Tele-2TATA-3TIS-4Qtel-5TATA_IND-6Bharti-3147,Select by percentage,50,50,50,50,80,81,82,83
3150,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3150,Select by percentage,70,30,50,50,220,221,82,83
3151,NFixed-1Protel-2Indosat-3IDT-4TIS-5Bharti-3151,Select by percentage,35,35,15,15,335,336,370,371
3152,NFixed-1Tele-2Bharti-3Indosat-4IDT-5Protel-3152,Select by percentage,8,8,46,38,80,81,82,83
3153,NFixed-1Tele-2Protel-3IDT-4Britel-5JT-3153,Select by percentage,8,8,46,38,80,81,82,83
3154,NFixed-1Indosat-2Bharti-3IDT-3Protel-4TATAVOIP-5TIS-3154,Select by percentage,50,50,60,20,370,371,180,181
3155,Nfixed-1IDT-2Bharti-3Tele-4Indosat-5JT-3155,Select by percentage,50,50,60,20,270,271,180,181
3156,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3156,Select by percentage,70,30,60,20,220,221,180,181
3157,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3157,Select by percentage,70,30,60,20,220,221,180,181
3158,Nfixed-1TIS-2TATA-3Bharti-4Tele-6ISC-3158,Select by percentage,100,70,30,60,330,220,221,180
3159,NFixed-1Pantel-2TIS-3Tele-4Qtel-5TATA-6ISC-3159,Select by percentage,100,100,50,50,140,330,80,81
3160,NFixed-1TIS-2Tele-3TATA-4Qtel-5Bharti-6ISC-3160,Select by percentage,100,50,50,50,330,80,81,82
3161,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3161,Select by percentage,70,30,60,20,220,221,180,181
3162,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3162,Select by percentage,70,30,60,20,220,221,180,181
3163,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3163,Select by percentage,70,30,60,20,220,221,180,181
3164,NFixed-1JT-Bharti-3Invitel-4IDTVoIP-5TATAInd-3164,Select by percentage,50,50,60,20,260,261,180,181
3173,Nfixed-1TATA-2TIS-3Tele-4Bharti-5JT-6Protel-3173,Select by percentage,70,30,100,46,220,221,330,82
3174,Nfixed-1Tele-2Protel-3JT-4BT-5Sparkle-3174,Select by percentage,25,25,25,25,80,81,82,83
3175,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3175,Select by percentage,70,30,46,38,220,221,82,83
3176,NFixed-1Bharti-2Tele-3TATA-3176,Select by percentage,60,20,20,46,180,181,182,82
3177,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3177,Select by percentage,70,30,60,20,220,221,180,181
3178,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3178,Select by percentage,70,30,46,38,220,221,82,83
3179,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3179,Select by percentage,70,30,60,20,220,221,180,181
3180,NFixed-2Bharti-3Tele-4TATA-3180,Select by percentage,60,20,20,46,180,181,182,82
3181,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3181,Select by percentage,70,30,60,20,220,221,180,181
3182,NFixed-2Bharti-3Tele-4TATA-3182,Select by percentage,60,20,20,46,180,181,182,82
3183,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3183,Select by percentage,70,30,50,50,220,221,82,83
3184,NFixed-2Bharti-3Tele-4TATA-3184,Select by percentage,60,20,20,46,180,181,182,82
3185,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3185,Select by percentage,70,30,60,20,220,221,180,181
3186,NFixed-1Bharti-2Tele-3TATA-3186,Select by percentage,60,20,20,46,180,181,182,82
3187,NFixed-1TIS-2Bharti-3TATA-4TATA-IND-3187,Select by percentage,100,60,20,20,330,180,181,182
3188,NFixed-1TATA-2Tele-3Bharti-4TIS-5Qtel-6ISC-3188,Select by percentage,70,30,46,38,220,221,82,83
3189,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3189,Select by percentage,70,30,46,38,220,221,82,83
3190,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3190,Select by percentage,70,30,60,20,220,221,180,181
3191,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3191,Select by percentage,70,30,50,50,220,221,82,83
3192,NFixed-2Bharti-3Tele-4TATA-3192,Select by percentage,60,20,20,46,180,181,182,82
3193,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3193,Select by percentage,70,30,50,50,220,221,82,83
3194,NFixed-1Bharti-2Tele-3TATA-3194,Select by percentage,60,20,20,46,180,181,182,82
3195,Nfixed-1Bharti-2TataU-3TataC-4TelenorC-5TelenorU-6ISC-3195,Select by percentage,60,20,20,70,180,181,182,220
3196,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3196,Select by percentage,70,30,60,20,220,221,180,181
3197,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3197,Select by percentage,70,30,46,38,220,221,82,83
3198,NFixed-2Bharti-3Tele-4TATA-3198,Select by percentage,60,20,20,46,180,181,182,82
3199,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3199,Select by percentage,70,30,50,50,220,221,82,83
3200,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3200,Select by percentage,70,30,50,50,220,221,82,83
3201,NFixed-1BT-2Bharti-3Tele-4TIS-5ISC-3201,Select by percentage,50,50,60,20,320,321,180,181
3202,Nfixed-1JT-2Protel-3IDT-4TATA-5Bharti-3202,Select by percentage,50,50,50,50,260,261,335,336
3203,NFixed-1Bharti-2Tele-3TATA-3203,Select by percentage,60,20,20,46,180,181,182,82
3204,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3204,Select by percentage,70,30,60,20,220,221,180,181
3205,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3205,Select by percentage,70,30,60,20,220,221,180,181
3206,NFixed-1Bharti-2Tele-3TATA-4ISC-3206,Select by percentage,60,20,20,46,180,181,182,82
3207,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3207,Select by percentage,70,30,46,38,220,221,82,83
3208,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3208,Select by percentage,70,30,60,20,220,221,180,181
3209,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3209,Select by percentage,70,30,50,50,220,221,82,83
3210,NFixed-1Bharti-2Tele-3TATA-3210,Select by percentage,60,20,20,46,180,181,182,82
3211,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3211,Select by percentage,70,30,46,38,220,221,82,83
3212,NFixed-1Bharti-2Tele-3TATA-3212,Select by percentage,60,20,20,46,180,181,182,82
3213,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3213,Select by percentage,70,30,50,50,220,221,82,83
3214,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3214,Select by percentage,70,30,50,50,220,221,82,83
3215,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3215,Select by percentage,70,30,50,50,220,221,82,83
3216,Nfixed-1TIS-2Protel-3Pantel-4Bharti-5IDT-3216,Select by percentage,50,25,25,50,330,340,341,335
3217,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3217,Select by percentage,70,30,50,50,220,221,82,83
3218,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3218,Select by percentage,70,30,60,20,220,221,180,181
3219,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3219,Select by percentage,70,30,50,50,220,221,82,83
3220,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3220,Select by percentage,70,30,50,50,220,221,82,83
3221,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3221,Select by percentage,70,30,50,50,220,221,82,83
3222,NFixed-1TIS-2Tele-3TATA-4Bharti-5ISC-3222,Select by percentage,100,8,8,46,330,80,81,82
3223,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3223,Select by percentage,70,30,60,20,220,221,180,181
3224,NFixed-1Pantel-2TIS-3Tele-5TATA-6ISC-3224,Select by percentage,100,100,50,50,140,330,80,81
3225,Nfixed-1TATA-2TIS-3Bharti-4Tele-3225,Select by percentage,70,30,100,60,220,221,330,180
3226,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3226,Select by percentage,70,30,60,20,220,221,180,181
3227,NFixed-1TelenorC-2TelenorU-3TataC-4TataU-5Bharti-6ISC-3227,Select by percentage,50,50,50,50,82,83,80,81
3228,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3228,Select by percentage,70,30,60,20,220,221,180,181
3229,NFixed-1TIS-2Tele-3TATA-5Bharti-6ISC-3229,Select by percentage,100,50,50,50,330,80,81,82
3230,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3230,Select by percentage,70,30,60,20,220,221,180,181
3231,NFixed-1TelenorC-2TelenorU-3TataC-4TataU-5Bharti-6ISC-3231,Select by percentage,50,50,50,50,82,83,80,81
3232,NFixed-1TelenorU-2TelenorC-3Invitel-4ISC-3232,Select by percentage,50,50,50,50,80,81,82,83
3233,NFixed-1TIS-2Tele-3TATA-4Bharti-5ISC-3233,Select by percentage,100,50,50,50,330,80,81,82
3234,NFixed-1TIS-2Tele-3TATA-4Bharti-5ISC-3234,Select by percentage,100,8,8,46,330,80,81,82
3235,NFixed-1TIS-2Tele-3TATA-5Bharti-6ISC-3235,Select by percentage,100,50,50,50,330,80,81,82
3236,NFixed-1TIS-2Tele-3TATA-5Bharti-6ISC-3236,Select by percentage,100,50,50,50,330,80,81,82
3237,NFixed-1TelenorU-2TelenorC-3Invitel-4ISC-3237,Select by percentage,8,8,46,38,80,81,82,83
3238,NFixed-1IDTVOIP-2TlnrC-3TlnrU-4TATAC-5TATAU-6Bharti-7ISC-3238,Select by percentage,50,50,50,50,270,271,82,83
3239,NFixed-1TIS-2Tele-3TATA-5Bharti-6ISC-3239,Select by percentage,100,50,50,50,330,80,81,82
3240,NFixed-1TIS-2Tele-3TATA-5Bharti-6ISC-3240,Select by percentage,100,50,50,50,330,80,81,82
3241,NFixed-1TelenorC-2TelenorU-3TataC-4TataU-5Bharti-6ISC-3241,Select by percentage,50,50,50,50,82,83,80,81
3242,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3242,Select by percentage,70,30,60,20,220,221,180,181
3243,NFixed-1TelenorC-2TelenorU-3TataC-4TataU-5Bharti-6ISC-3243,Select by percentage,50,50,50,50,82,83,80,81
3244,NFixed-1TelenorC-2TelenorU-3TataC-4TataU-5Bharti-6ISC-3244,Select by percentage,50,50,50,50,82,83,80,81
3245,NFixed-1TelenorC-2TelenorU-3TataC-4TataU-5Bharti-6ISC-3245,Select by percentage,50,50,50,50,82,83,80,81
3246,NFixed-1ISC-3246,Select by percentage,50,50,0,0,58,59,None,None
3247,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3247,Select by percentage,70,30,60,20,220,221,180,181
3248,NFixed-1TelenorC-2TelenorU-3TataC-4TataU-5Bharti-6ISC-3248,Select by percentage,50,50,50,50,82,83,80,81
3249,NFixed-1TelenorC-2TelenorU-3TataC-4TataU-5Bharti-6ISC-3249,Select by percentage,50,50,50,50,82,83,80,81
3250,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3250,Select by percentage,70,30,60,20,220,221,180,181
3251,NFixed-1TIS-2Tele-3TATA-5Bharti-6ISC-3251,Select by percentage,100,50,50,50,330,80,81,82
3252,NFixed-1TIS-2Tele-3TATA-5Bharti-6ISC-3252,Select by percentage,100,50,50,50,330,80,81,82
3253,NFixed-1ISC-3253,Select by percentage,50,50,0,0,58,59,None,None
3254,NFixed-1TelenorC-2TelenorU-3TataC-4TataU-5Bharti-6ISC-3254,Select by percentage,50,50,50,50,82,83,80,81
3255,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3255,Select by percentage,70,30,60,20,220,221,180,181
3256,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3256,Select by percentage,70,30,60,20,220,221,180,181
3257,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3257,Select by percentage,70,30,60,20,220,221,180,181
3258,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3258,Select by percentage,70,30,60,20,220,221,180,181
3259,NFixed-1TIS-2Tele-3TATA-5Bharti-6ISC-3259,Select by percentage,100,50,50,50,330,80,81,82
3260,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3260,Select by percentage,70,30,60,20,220,221,180,181
3261,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3261,Select by percentage,70,30,60,20,220,221,180,181
3262,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3262,Select by percentage,70,30,60,20,220,221,180,181
3263,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3263,Select by percentage,70,30,60,20,220,221,180,181
3264,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3264,Select by percentage,70,30,60,20,220,221,180,181
3265,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3265,Select by percentage,70,30,50,50,220,221,82,83
3266,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3266,Select by percentage,70,30,50,50,220,221,82,83
3267,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3267,Select by percentage,70,30,50,50,220,221,82,83
3268,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3268,Select by percentage,70,30,60,20,220,221,180,181
3269,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3269,Select by percentage,70,30,50,50,220,221,82,83
3270,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3270,Select by percentage,70,30,50,50,220,221,82,83
3271,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3271,Select by percentage,70,30,50,50,220,221,82,83
3272,NFixed-2Bharti-3Tele-4TATA-3272,Select by percentage,60,20,20,46,180,181,182,82
3273,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3273,Select by percentage,70,30,50,50,220,221,82,83
3274,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3274,Select by percentage,70,30,50,50,220,221,82,83
3275,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3275,Select by percentage,70,30,50,50,220,221,82,83
3276,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3276,Select by percentage,70,30,46,38,220,221,82,83
3277,NFixed-1TATA-2TATAVOIP-3TATAIND-4Tele-5IDTVOIP-3277,Select by percentage,70,30,100,40,220,221,222,350
3278,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3278,Select by percentage,70,30,60,20,220,221,180,181
3279,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3279,Select by percentage,70,30,50,50,220,221,82,83
3280,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3280,Select by percentage,70,30,46,38,220,221,82,83
3281,NFixed-2Bharti-3Tele-4TATA-3281,Select by percentage,60,20,20,46,180,181,182,82
3282,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3282,Select by percentage,70,30,50,50,220,221,82,83
3283,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3283,Select by percentage,70,30,50,50,220,221,82,83
3284,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3284,Select by percentage,70,30,60,20,220,221,180,181
3285,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3285,Select by percentage,70,30,50,50,220,221,82,83
3286,NFixed-2Bharti-3Tele-4TATA-3286,Select by percentage,60,20,20,46,180,181,182,82
3287,NFixed-2Bharti-3Tele-4TATA-3287,Select by percentage,60,20,20,46,180,181,182,82
3288,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3288,Select by percentage,70,30,50,50,220,221,82,83
3289,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3289,Select by percentage,70,30,46,38,220,221,82,83
3290,NFixed-1TATA-2TATA_VOIP-3TATA_IND-4Tele-5Invitel-3290,Select by percentage,70,30,100,40,220,221,222,350
3291,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3291,Select by percentage,70,30,60,20,220,221,180,181
3292,NFixed-2Bharti-3Tele-4TATA-3292,Select by percentage,60,20,20,46,180,181,182,82
3293,NFixed-2Bharti-3Tele-4TATA-3293,Select by percentage,60,20,20,46,180,181,182,82
3294,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3294,Select by percentage,70,30,46,38,220,221,82,83
3295,NFixed-2Bharti-3Tele-4TATA-3295,Select by percentage,60,20,20,46,180,181,182,82
3296,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3296,Select by percentage,70,30,50,50,220,221,82,83
3297,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3297,Select by percentage,70,30,50,50,220,221,82,83
3298,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3298,Select by percentage,70,30,60,20,220,221,180,181
3299,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3299,Select by percentage,70,30,60,20,220,221,180,181
3300,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3300,Select by percentage,70,30,50,50,220,221,82,83
3301,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3301,Select by percentage,70,30,50,50,220,221,82,83
3302,NFixed-2Bharti-3Tele-4TATA-3302,Select by percentage,60,20,20,46,180,181,182,82
3303,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3303,Select by percentage,70,30,50,50,220,221,82,83
3304,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3304,Select by percentage,70,30,60,20,220,221,180,181
3305,NFixed-1ISC-3305,Select by percentage,50,50,0,0,58,59,None,None
3306,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3306,Select by percentage,70,30,60,20,220,221,180,181
3307,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3307,Select by percentage,70,30,50,50,220,221,82,83
3308,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3308,Select by percentage,70,30,60,20,220,221,180,181
3309,NFixed-2Bharti-3Tele-4TATA-3309,Select by percentage,60,20,20,46,180,181,182,82
3310,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3310,Select by percentage,70,30,60,20,220,221,180,181
3311,NFixed-2Bharti-3Tele-4TATA-3311,Select by percentage,60,20,20,46,180,181,182,82
3312,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3312,Select by percentage,70,30,50,50,220,221,82,83
3313,NFixed-2Bharti-3Tele-4TATA-3313,Select by percentage,60,20,20,46,180,181,182,82
3314,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3314,Select by percentage,70,30,60,20,220,221,180,181
3315,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3315,Select by percentage,70,30,60,20,220,221,180,181
3316,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3316,Select by percentage,70,30,60,20,220,221,180,181
3317,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3317,Select by percentage,70,30,60,20,220,221,180,181
3318,NFixed-2Bharti-3Tele-4TATA-3318,Select by percentage,60,20,20,46,180,181,182,82
3319,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3319,Select by percentage,70,30,60,20,220,221,180,181
3320,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3320,Select by percentage,70,30,50,50,220,221,82,83
3321,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3321,Select by percentage,70,30,46,38,220,221,82,83
3322,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3322,Select by percentage,70,30,50,50,220,221,82,83
3323,NFixed-1TelenorC-2TelenorU-3TataC-4TataU-5Bharti-6ISC-3323,Select by percentage,46,38,8,8,82,83,80,81
3324,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3324,Select by percentage,70,30,50,50,220,221,82,83
3325,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3325,Select by percentage,70,30,50,50,220,221,82,83
3326,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3326,Select by percentage,70,30,50,50,220,221,82,83
3327,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3327,Select by percentage,70,30,50,50,220,221,82,83
3328,NFixed-1TATA-2Tele-3Bharti-4TIS-6ISC-3328,Select by percentage,70,30,50,50,220,221,82,83
3329,Nfixed-1TataU-2TataC-3TelenorU-4TelenorC-3329,Select by percentage,70,30,50,50,220,221,80,81
3330,Nfixed-1TataU-2TataC-3TelenorU-4TelenorC-3330,Select by percentage,70,30,50,50,220,221,80,81
3331,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3331,Select by percentage,70,30,60,20,220,221,180,181
3332,NFixed-1Bharti-2Tele-3TATA-3332,Select by percentage,60,20,20,46,180,181,182,82
3333,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3333,Select by percentage,70,30,60,20,220,221,180,181
3334,NFixed-1TelenorC-2TelenorU-3TataU-4TataC-5Bharti-6ISC-3334,Select by percentage,50,50,50,50,82,83,80,81
3335,NFixed-1TelenorC-2TelenorU-3TataU-4TataC-5Bharti-6ISC-3335,Select by percentage,50,50,50,50,82,83,80,81
3336,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3336,Select by percentage,70,30,50,50,220,221,82,83
3337,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3337,Select by percentage,70,30,60,20,220,221,180,181
3338,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3338,Select by percentage,70,30,60,20,220,221,180,181
3339,NFixed-1TATA-2Tele-3Bharti-4TIS-5ISC-3339,Select by percentage,70,30,46,38,220,221,82,83
3340,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3340,Select by percentage,70,30,60,20,220,221,180,181
3341,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3341,Select by percentage,70,30,60,20,220,221,180,181
3342,NFixed-1Bharti-2Tele-3TATA-3342,Select by percentage,60,20,20,46,180,181,182,82
3343,NFixed-1ISC-3343,Select by percentage,50,50,0,0,58,59,None,None
3344,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3344,Select by percentage,70,30,60,20,220,221,180,181
3345,Nfixed-1Indosat-2TIS-3Tele-4IDTVOIP-5Bharti-6Protel-3345,Select by percentage,50,50,100,10,370,371,330,80
3346,Nfixed-1Indosat-2Bharti-3JT-4Tele-5TATA-6TIS-3346,Select by percentage,50,50,60,20,370,371,180,181
3347,NFixed-1TATA-2TATAVOIP-3TATAIND-4IDTVOIP-5Protel-3347,Select by percentage,70,30,100,40,220,221,222,350
3348,Nfixed-1TATA-2TIS-3Protel-4JT-5Bharti-3348,Select by percentage,70,30,50,25,220,221,330,340
3349,Nfixed-1TIS-2TATAVOIP-3Britel-4JT-5Protel-3349,Select by percentage,50,25,25,100,330,340,341,222
3350,Nfixed-1TIS-2Bharti-3JT-4TATAIND-5TATAVOIP-3350,Select by percentage,50,25,25,60,330,340,341,180
3351,Nfixed-1TIS-2Indosat-3JT-4Bharti-5Tele-3351,Select by percentage,50,25,25,50,330,340,341,370
3352,Nfixed-1TATAVOIP-2JT-3IDT-4Britel-5Protel-3352,Select by percentage,100,50,50,50,222,260,261,270
3353,Nfixed-1IDT-2JT-3Protel-4Bharti-5TATA-3353,Select by percentage,50,50,50,50,270,271,260,261
3354,Nfixed-1JT-2Protel-3IDT-4TATA-5Bharti-3354,Select by percentage,50,50,50,50,260,261,335,336
3355,Nfixed-1JT-2Bharti-3TATA-4Tele-5TIS-6Protel-3355,Select by percentage,25,25,30,10,260,261,180,181
3356,Nfixed-1JT-2Bharti-3TATA-4Tele-5TIS-6Protel-3356,Select by percentage,50,50,60,20,260,261,180,181
