Route No.,Route Name,Subroute Sel.Mode,Per of Dir Subroutes,Percentage 2,Percentage 3,Percentage 4,1st sub-route,2nd sub-route,3rd sub-route,4th sub-route
2875,Nmobile-1TATA-2TIS-3Tele-4Bharti-5JT-2875,Select by percentage,70,30,100,10,220,221,330,80
2876,Nmobile-1TATA-2TIS-3Protel-4JT-5Bharti-2876,Select by percentage,70,30,50,25,220,221,330,340
2877,Nmobile-1TIS-2TATAVOIP-3Britel-4JT-5Protel-2877,Select by percentage,50,25,25,100,330,340,341,222
2878,Nmobile-1TIS-2Bharti-3JT-4TATAIND-5TATAVOIP-2878,Select by percentage,50,25,25,60,330,340,341,180
2879,Nmobile-1MIR-2-Bangla-3Protel-4IDT-5TIS-2879,Select by percentage,70,15,15,50,240,310,311,335
2880,Nmobile-1TATAIND-2TATAVOIP-3TATA-4Protel-5Bharti-2880,Select by percentage,40,60,100,70,350,351,222,220
2881,Nmobile-1TIS-2Indosat-3JT-4Bharti-5Tele-2881,Select by percentage,50,25,25,50,330,340,341,370
2882,Nmobile-1TATAVOIP-2JT-3IDT-4Britel-5Protel-2882,Select by percentage,100,50,50,50,222,260,261,270
2883,Nmobile-1TATA-2JT-3Bharti-4Tele-5TIS-6Protel-2883,Select by percentage,70,30,50,50,220,221,260,261
2884,Nmobile-1TIS-2TATA-3Tele-4IDTVOIP-5Bharti-6Protel-2884,Select by percentage,100,70,30,10,330,220,221,80
2885,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2885,Select by percentage,70,30,60,20,220,221,180,181
2886,Nfixed-1JT-2TIS-3Pantel-4Bharti-5TATAVOIP-2886,Select by percentage,50,50,50,25,260,261,330,340
2887,NFixedVOIP-1TATA-2TIS-3Tele-4IDT-5Bharti-2887,Select by percentage,65,35,100,50,220,221,330,261
2890,Nmobile-1TATA-2TATAVOIP-3TATAIND-4IDTVOIP-5Protel-2890,Select by percentage,70,30,100,40,220,221,222,350
2891,NFixedVOIP-1Qtel-2TATA-3Telenor-4Bharti-2891,Select by percentage,50,50,14,86,113,114,111,112
2892,NFixedVOIP-1Qtel-2TATA-3Telenor-4Bharti-2892,Select by percentage,50,50,14,86,113,114,111,112
2893,NFixedVOIP-1Qtel-2TATA-3Telenor-4Bharti-2893,Select by percentage,50,50,14,86,113,114,111,112
2894,NFixedVOIP-1Qtel-2TATA-3Telenor-4Bharti-2894,Select by percentage,50,50,14,86,113,114,111,112
2895,Nfixed-1Bharti-2TATA-3Protel-4Tele-5JT-2895,Select by percentage,60,20,20,70,180,181,182,220
2896,Nfixed-1Bharti-2TIS-3TATA-4Protel-5Tele-2896,Select by percentage,60,20,20,50,180,181,182,330
2897,Nfixed-1Bharti-2TATA-3Protel-4Tele-5JT-2897,Select by percentage,60,20,20,70,180,181,182,220
2898,Nfixed-1Bharti-2TATA-3Protel-4Tele-5JT-2898,Select by percentage,60,20,20,70,180,181,182,220
2899,Nfixed-1Bharti-2TATA-3Protel-4Tele-5JT-2899,Select by percentage,60,20,20,70,180,181,182,220
2900,NFixed-1JT-2TATA-3Bharti-4Tele-5ISC-2900,Select by percentage,50,50,100,70,260,261,222,220
2901,NFixed-1JT-2TATA-3Bharti-4Tele-5ISC-2901,Select by percentage,50,50,100,70,260,261,222,220
2902,NFixed-1JT-2TATA-3Bharti-4Tele-5ISC-2902,Select by percentage,50,50,100,70,260,261,222,220
2903,NFixed-1JT-2TATA-3Bharti-4Tele-5ISC-2903,Select by percentage,50,50,100,70,260,261,222,220
2904,NFixed-1TATAVOIP-2Protel-3IDTVOIP-4TATA-5Britel-2904,Select by percentage,100,50,50,50,222,335,336,270
2905,NFixed-1Britel-2TIS-3IDT-4Bharti-5JT-2905,Select by percentage,50,50,50,25,320,321,330,340
2906,Nmobile-1Bharti-2TATA-3Britel-4JT-5TATAIND-2906,Select by percentage,60,20,20,70,180,181,182,220
2907,Nmobile-1JT-2Bharti-3IDT-4TATAVOIP-5TATA-2907,Select by percentage,50,50,60,20,260,261,180,181
2908,Nmobile-1JT-2Bharti-3IDT-4TATAVOIP-5TATA-2908,Select by percentage,50,50,60,20,260,261,180,181
2909,Nmobile-1JT-2IDT-3TATAVOIP-4Protel-5Pantel-2909,Select by percentage,50,50,50,50,260,261,270,271
2910,Nmobile-11Bharti-2Protel-3JT-4TATAIND-5IDT-2910,Select by percentage,60,20,20,50,180,181,182,335
2911,Nmobile-1TATA-2JT-3Bharti-4TATAVOIP-5TATAIND-2911,Select by percentage,60,20,5,5,220,221,260,261
2912,Nmobile-1Bharti-2TIS-3IDT-4JT-5Protel-2912,Select by percentage,60,20,20,50,180,181,182,330
2913,Nmobile-1TATA-2TIS-3IDT-4JT-5Protel-2913,Select by percentage,70,30,50,25,220,221,330,340
2914,NMobile-1TIS-2IDT-3JT-4Britel-5TATA-2914,Select by percentage,50,25,25,50,330,340,341,270
2915,NMobile-1TIS-2TATAIND-3Britel-4Bharti-5TATA-2915,Select by percentage,50,25,25,50,330,340,341,350
2916,NMobile-1TIS-2Protel-3TATAVOIP-4Britel-5JT-2916,Select by percentage,50,25,25,50,330,340,341,335
2917,NMobile-1TIS-2TATAIND-3Britel-4Bharti-5TATA-2917,Select by percentage,50,25,25,50,330,340,341,350
2918,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2918,Select by percentage,70,30,60,20,220,221,180,181
2919,NMobile-1JT-Bharti-3Invitel-4TATAInd-2919,Select by percentage,50,50,60,20,260,261,180,181
2920,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2920,Select by percentage,100,46,38,8,222,82,83,80
2921,NMobile-1JT-2Britel-3TATA-4TATAIND-5Protel-2921,Select by percentage,50,50,50,50,260,261,320,321
2922,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2922,Select by percentage,70,30,60,20,220,221,180,181
2923,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2923,Select by percentage,100,46,38,8,222,82,83,80
2924,NMobile-1JT-2TATA-3Britel-4IDT-5Protel-2924,Select by percentage,50,50,70,30,260,261,220,221
2925,NMobile-1Bharti-JT-3Invitel-4TATAInd-2925,Select by percentage,60,20,20,50,180,181,182,260
2926,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2926,Select by percentage,100,46,38,8,222,82,83,80
2927,Nmobile-1Bharti-2JT-3TATA-4TIS-5Tele-6Protel-2927,Select by percentage,60,20,20,50,180,181,182,260
2928,NmobileVOIP-1TATA-2Tele-3TIS-4IDTVOIP-5Bharti-2928,Select by percentage,65,35,50,50,220,221,261,260
2931,NmobileVOIP-1TATA-2Tele-3TIS-4IDTVOIP-5Bharti-2931,Select by percentage,45,35,10,10,82,83,81,80
2932,NmobileVOIP-1TATA-2Tele-3TIS-4IDTVOIP-5Bharti-2932,Select by percentage,65,35,50,50,220,221,261,260
2933,Nmobile-1Tele-2Bharti-3TIS-4TATA-5JT-6Protel-2933,Select by percentage,10,10,45,35,80,81,82,83
2934,Nmobile-1Protel-2JT-3TIS-4TATA-5TATAVOIP-2934,Select by percentage,50,50,50,50,335,336,260,261
2935,Nmobile-1TATAVOIP-2TIS-3IDT-4TATA-5Protel-2935,Select by percentage,100,50,25,25,222,330,340,341
2936,Nmobile-1Protel-2TIS-3IDT-4TATA-5TATAVOIP-2936,Select by percentage,50,50,50,25,335,336,330,340
2937,Nmobile-1JT-2TIS-3Bharti-4Pantel-5Protel-2937,Select by percentage,50,50,50,25,260,261,330,340
2938,Nmobile-1Protel-2TIS-3IDT-4TATA-5TATAVOIP-2938,Select by percentage,50,50,50,25,335,336,330,340
2939,NMobile-1TATA-3TATAVOIP-4Tele-5Bharti-6IDTVOIP-2939,Select by percentage,70,30,100,46,220,221,222,82
2940,NMobile-1TATA-3TATAVOIP-4Tele-5Bharti-6IDTVOIP-2940,Select by percentage,70,30,100,46,220,221,222,82
2942,NMobile-1TATA-3TATAVOIP-4Tele-5Bharti-6IDTVOIP-2942,Select by percentage,70,30,100,46,220,221,222,82
2943,Nmobile-1JT-2TIS-3TATA-4Tele-5Bharti-6Protel-2943,Select by percentage,50,50,100,70,260,261,330,220
2944,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2944,Select by percentage,100,46,38,8,222,82,83,80
2945,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2945,Select by percentage,100,46,38,8,222,82,83,80
2946,NmobileVOIP-1IDTVOIP-2TATA-3Pantel-4Bharti-2946,Select by percentage,50,50,70,30,270,271,220,221
2947,NmobileVOIP-1IDTVOIP-2TATA-3Pantel-4Bharti-2947,Select by percentage,50,50,70,30,270,271,220,221
2948,NmobileVOIP-1IDTVOIP-2TATA-3Pantel-4Bharti-2948,Select by percentage,50,50,70,30,270,271,220,221
2949,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2949,Select by percentage,100,46,38,8,222,82,83,80
2950,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2950,Select by percentage,70,30,60,20,220,221,180,181
2951,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2951,Select by percentage,70,30,60,20,220,221,180,181
2952,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2952,Select by percentage,100,46,38,8,222,82,83,80
2953,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2953,Select by percentage,100,46,38,8,222,82,83,80
2954,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2954,Select by percentage,100,46,38,8,222,82,83,80
2955,Nmobile-1Tele-2TATA IND-3TATA-4BT-5IDT-2955,Select by percentage,46,38,8,8,82,83,80,81
2956,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2956,Select by percentage,100,46,38,8,222,82,83,80
2957,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2957,Select by percentage,100,46,38,8,222,82,83,80
2958,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2958,Select by percentage,70,30,60,20,220,221,180,181
2959,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2959,Select by percentage,100,46,38,8,222,82,83,80
2960,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2960,Select by percentage,100,46,38,8,222,82,83,80
2961,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2961,Select by percentage,100,46,38,8,222,82,83,80
2962,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2962,Select by percentage,100,46,38,8,222,82,83,80
2963,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2963,Select by percentage,100,46,38,8,222,82,83,80
2964,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2964,Select by percentage,100,46,38,8,222,82,83,80
2965,Nmobile-1Britel-2TATAVOIP-3JT-4IDT-5Protel-2965,Select by percentage,50,50,100,50,320,321,222,260
2966,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2966,Select by percentage,70,30,60,20,220,221,180,181
2967,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2967,Select by percentage,70,30,60,20,220,221,180,181
2968,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2968,Select by percentage,100,46,38,8,222,82,83,80
2969,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2969,Select by percentage,100,46,38,8,222,82,83,80
2970,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2970,Select by percentage,70,30,60,20,220,221,180,181
2971,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2971,Select by percentage,70,30,60,20,220,221,180,181
2972,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2972,Select by percentage,100,46,38,8,222,82,83,80
2973,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2973,Select by percentage,70,30,60,20,220,221,180,181
2974,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-5Qtel-2974,Select by percentage,100,46,38,8,222,82,83,80
2975,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2975,Select by percentage,70,30,60,20,220,221,180,181
2976,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2976,Select by percentage,100,46,38,8,222,82,83,80
2977,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2977,Select by percentage,100,46,38,8,222,82,83,80
2978,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2978,Select by percentage,70,30,60,20,220,221,180,181
2979,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2979,Select by percentage,100,46,38,8,222,82,83,80
2980,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2980,Select by percentage,100,46,38,8,222,82,83,80
2981,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2981,Select by percentage,70,30,60,20,220,221,180,181
2982,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2982,Select by percentage,100,46,38,8,222,82,83,80
2983,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2983,Select by percentage,70,30,60,20,220,221,180,181
2984,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2984,Select by percentage,70,30,60,20,220,221,180,181
2985,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2985,Select by percentage,100,46,38,8,222,82,83,80
2986,Nmobile-1TIS-2TATAVOIP-3Tele-4TATA-2986,Select by percentage,100,100,50,50,330,222,82,83
2987,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2987,Select by percentage,70,30,60,20,220,221,180,181
2988,Nmobile-1TIS-2TATAVOIP-3Tele-4TATA-2988,Select by percentage,100,100,50,50,330,222,82,83
2989,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2989,Select by percentage,70,30,60,20,220,221,180,181
2990,Nmobile-1Bharti-2Protel-3JT-4Britel-5TIS-2990,Select by percentage,60,20,20,50,180,181,182,335
2991,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2991,Select by percentage,70,30,60,20,220,221,180,181
2992,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2992,Select by percentage,70,30,60,20,220,221,180,181
2993,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2993,Select by percentage,100,46,38,8,222,82,83,80
2994,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2994,Select by percentage,100,46,38,8,222,82,83,80
2995,NMobileVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-2995,Select by percentage,100,46,38,8,222,82,83,80
2996,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2996,Select by percentage,70,30,60,20,220,221,180,181
2997,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2997,Select by percentage,70,30,60,20,220,221,180,181
2998,Nmobile-1TATA-2Bharti-3Protel-4JT-5TIS-2998,Select by percentage,70,30,60,20,220,221,180,181
3001,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3001,Select by percentage,70,30,60,20,220,221,180,181
3002,NFixed-1JT-2TATA-3Bharti-4Tele-5ISC-3002,Select by percentage,50,50,70,30,260,261,220,221
3003,NFixed-1JT-2TATA-3Bharti-4Tele-5ISC-3003,Select by percentage,50,50,70,30,260,261,220,221
3004,NFixed-1JT-2TATA-3Bharti-4Tele-5ISC-3004,Select by percentage,50,50,70,30,260,261,220,221
3005,Nfixed-1MIR-2-Bangla-3Protel-4IDT-5TIS-3005,Select by percentage,70,15,15,50,240,310,311,335
3006,Nfixed-1MIR-2-Bangla-3Protel-4IDT-5TIS-3006,Select by percentage,70,15,15,50,240,310,311,335
3007,Nfixed-1TIS-2JT-3Tele-4IDT-5Protel-3007,Select by percentage,50,25,25,50,330,340,341,260
3008,Nfixed-1TIS-2TATA-3Bharti-4Protel-5JT-3008,Select by percentage,50,25,25,70,330,340,341,220
3009,Nfixed-1TATA-2Britel-3TIS-4JT-5Bharti-3009,Select by percentage,70,30,50,50,220,221,320,321
3010,Nfixed-1TIS-2Britel-3JT-4TATA-5Bharti-3010,Select by percentage,50,25,25,50,330,340,341,320
3011,Nfixed-1Indosat-2Bharti-3JT-4TATAIND-5TATAVOIP-3011,Select by percentage,50,50,60,20,370,371,180,181
3012,Nfixed-1Indosat-2Bharti-3JT-4TATAIND-5TATAVOIP-3012,Select by percentage,50,50,60,20,370,371,180,181
3013,Nfixed-1Indosat-2Bharti-3JT-4TATAIND-5TATAVOIP-3013,Select by percentage,50,50,60,20,370,371,180,181
3014,Nfixed-1Indosat-2Bharti-3JT-4TATAIND-5TATAVOIP-3014,Select by percentage,50,50,60,20,370,371,180,181
3015,Nfixed-1Bharti-2Indosat-3TATAIND-4TIS-5JT-3015,Select by percentage,40,15,15,10,180,181,182,370
3016,Nfixed-1Bharti-2Indosat-3TATAIND-4TIS-5JT-3016,Select by percentage,40,15,15,10,180,181,182,370
3017,Nfixed-1Bharti-2Indosat-3TATAIND-4TIS-5JT-3017,Select by percentage,40,15,15,10,180,181,182,370
3018,NFixed-1TATA IND-2Bharti-3Tele-4Qtel-5ISC-3018,Select by percentage,40,60,60,20,350,351,180,181
3019,NFixed-1TATA IND-2Bharti-3Tele-4Qtel-5ISC-3019,Select by percentage,40,60,60,20,350,351,180,181
3020,NFixed-1TATA IND-2Bharti-3Tele-4Qtel-5ISC-3020,Select by percentage,40,60,60,20,350,351,180,181
3021,NFixed-1TATA IND-2Bharti-3Tele-4Qtel-5ISC-3021,Select by percentage,40,60,60,20,350,351,180,181
3022,NFixed-1TATA IND-2Bharti-3Tele-4Qtel-5ISC-3022,Select by percentage,40,60,60,20,350,351,180,181
3023,NFixed-1TATA IND-2Bharti-3JT-4Tele-5Qtel-6ISC-3023,Select by percentage,24,36,24,8,350,351,180,181
3024,Nfixed-1Indosat-2Tele-3TIS-4IDTVOIP-5Bharti-6Protel-3024,Select by percentage,50,50,10,10,370,371,80,81
3025,Nfixed-1Indosat-2Tele-3TIS-4JT-5TATA-6Protel-3025,Select by percentage,50,50,10,10,370,371,80,81
3026,Nfixed-1Indosat-2Tele-3TIS-4JT-5TATA-6Protel-3026,Select by percentage,50,50,10,10,370,371,80,81
3027,Nfixed-1Indosat-2Tele-3TIS-4JT-5Protel-6Bharti-3027,Select by percentage,50,50,10,10,370,371,80,81
3028,Nfixed-1Indosat-2Tele-3TIS-4JT-5Protel-6Bharti-3028,Select by percentage,50,50,10,10,370,371,80,81
3029,Nfixed-1Indosat-2TIS-3Tele-4JT-5Protel-6Bharti-3029,Select by percentage,50,50,100,10,370,371,330,80
3030,Nfixed-1Bharti-2TATA-3Protel-4Tele-5JT-3030,Select by percentage,60,20,20,70,180,181,182,220
3031,Nfixed-1Bharti-2TATA-3Protel-4Tele-5JT-3031,Select by percentage,60,20,20,70,180,181,182,220
3032,Nfixed-1Bharti-2TIS-3TATA-4Protel-5Tele-3032,Select by percentage,60,20,20,50,180,181,182,330
3033,Nfixed-1Bharti-2TATA-3Protel-4Tele-5JT-3033,Select by percentage,60,20,20,70,180,181,182,220
3034,Nfixed-1Bharti-2TATA-3Protel-4Tele-5JT-3034,Select by percentage,60,20,20,70,180,181,182,220
3035,Nfixed-1JT-2Protel-3IDT-4TATA-5Bharti-3035,Select by percentage,50,50,50,50,260,261,335,336
3036,Nfixed-1TATA-2TIS-3Tele-4IDT-5Bharti-3036,Select by percentage,65,35,100,50,220,221,330,261
3037,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3037,Select by percentage,70,30,60,20,220,221,180,181
3038,Nfixed-1Bharti-2TATA-3Britel-4JT-5TATAIND-3038,Select by percentage,60,20,20,70,180,181,182,220
3039,Nfixed-1Protel-2TIS-3Pantel-4IDT-4Bharti-3039,Select by percentage,50,50,50,25,335,336,330,340
3040,Nfixed-1Bharti-2TATA-3TATAIND-4TATAVOIP-5Protel-3040,Select by percentage,60,20,20,70,180,181,182,220
3041,Nfixed-1TIS-2Pantel-3JT-4Bharti-5TATAVOIP-3041,Select by percentage,50,25,25,100,330,340,341,140
3042,Nfixed-1JT-2TIS-3Pantel-4Bharti-5TATAVOIP-3042,Select by percentage,50,50,50,25,260,261,330,340
3043,NFixed-1TIS-2Bharti-3IDT VOIP-4IndoSat-5TATA-3043,Select by percentage,30,15,15,20,330,340,341,180
3044,NFixed-1Protel-2Bharti-3BT-4Indosat-5IDTVOIP-3044,Select by percentage,30,30,20,10,335,336,180,181
3045,NFixed-1Protel-2Tele-3TIS-4TATA-5Bharti-3045,Select by percentage,50,50,8,8,335,336,80,81
3046,Nfixed-1JT-2Protel-3TIS-4Bharti-5IDT-3046,Select by percentage,50,50,50,50,260,261,335,336
3047,Nfixed-1Tele-2TATA-3TIS-4Bharti-5JT-6Protel-3047,Select by percentage,10,10,45,35,80,81,82,83
3048,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3048,Select by percentage,70,30,60,20,220,221,180,181
3049,Nfixed-1Protel-2JT-3TIS-4Tele-5TATAIND-3049,Select by percentage,50,50,50,50,335,336,260,261
3050,NMobile-1Qtel-2TelC-3TelU-4Bha-5TataC-6ISC-3050,Select by percentage,50,50,14,86,113,114,111,112
3051,NMobile-1Qtel-2TelC-3TelU-4Bha-5TataC-6ISC-3051,Select by percentage,50,50,14,86,113,114,111,112
3052,NMobile-1Qtel-2TelC-3TelU-4Bha-5TataC-6ISC-3052,Select by percentage,50,50,14,86,113,114,111,112
3053,Nfixed-1JT-2Bharti-3TATA-4Protel-5Tele-3053,Select by percentage,50,50,60,20,260,261,180,181
3054,NFixedVOIP-1IDT Voip -2TATA-3JT-4Tele-5TATAIND-5TATAVOIP-3054,Select by percentage,17,18,25,25,270,271,260,261
3055,NFixed-1JT-2teleC-3TeleU-4TATAU-5TATAC-6Bharti,Select by percentage,40,40,8,8,260,261,82,83
3056,NFixed-1Zain-3TATA-4Tele-5Bharti-3056,Select by percentage,100,30,70,50,360,221,220,80
3057,Nfixed-1IDT-2Protel-3JT-4TATA-5Bharti-3057,Select by percentage,50,50,50,50,270,271,335,336
3058,NFixed-1TATA-2TATAVOIP-3TATAIND-4Bharti-5Protel-3058,Select by percentage,70,70,100,40,220,221,222,350
3059,NFixed-1TATA-2TATAVOIP-3Britel-4Bharti-5TATAIND-3059,Select by percentage,70,30,100,50,220,221,222,320
3060,NFixed-1TATA-2Protel-3TATAVOIP-4Britel-5JT-3060,Select by percentage,70,30,50,50,220,221,335,336
3061,NFixed-1Britel-2Protel-3TATAVOIP-4Bharti-5TATA-3061,Select by percentage,50,50,50,50,320,321,335,336
3062,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3062,Select by percentage,70,30,60,20,220,221,180,181
3063,NFixed-1TATAVOIP-2Protel-3IDTVOIP-4TATA-5Britel-3063,Select by percentage,100,50,50,50,222,335,336,270
3064,NFixed-1Britel-2TIS-3IDT-4Bharti-5JT-3064,Select by percentage,50,50,50,25,320,321,330,340
3065,Nfixed-1JT-2TATAIND-3TATAVOIP-4IDT-5Protel-3065,Select by percentage,50,50,40,60,260,261,350,351
3066,Nfixed-1TATAVOIP-2TATA-3TATAIND-4JT-5Protel-3066,Select by percentage,100,70,30,40,222,220,221,350
3067,Nfixed-1Protel-2TATAVOIP-3Tele-4JT-5TATAIND-3067,Select by percentage,50,50,100,8,335,336,222,80
3068,Nfixed-1TATA-2Bharti-3TIS-4JT-5Britel-3068,Select by percentage,70,30,60,20,220,221,180,181
3069,NFixed-1Bharti-2Protel-3TATA-4Pantel-5JT-3069,Select by percentage,60,20,20,50,180,181,182,335
3070,Nfixed-1Protel-2Britel-3TIS-4IDT-5Bharti-3070,Select by percentage,50,50,50,50,335,336,320,321
3071,Nfixed-1TATA-2TIS-3Tele-4Bharti-5JT-3071,Select by percentage,70,30,100,10,220,221,330,80
3072,Nfixed-1ITATA-2Protel-3Tele-4Indosat-5JT-3072,Select by percentage,70,30,50,50,220,221,335,336
3073,Nfixed-1TATA-2TIS-3Tele-4Bharti-5JT-3073,Select by percentage,70,30,100,10,220,221,330,80
3074,Nfixed-1TATA-2TIS-3Tele-4Bharti-5JT-3074,Select by percentage,70,30,100,10,220,221,330,80
3075,NFixed-1DU-2Etisalat-3TATA-4Tele-5ISC-3075,Select by percentage,25,2,13,10,70,71,72,73
3076,NFixed-1DU-3Etisalat-4TATA-5Tele-6ISC-3076,Select by percentage,50,5,25,20,70,71,72,73
3077,Nmobile-1Etisalat-2DU-4TATA-5Tele-6ISC-3077,Select by percentage,50,50,50,5,200,201,70,71
3078,Nfixed-1Bharti-2TATA-3IDT-4TIS-5JT-3078,Select by percentage,60,20,20,70,180,181,182,220
3079,Nfixed-1TIS-2Tele-3IDT-4Bharti-5JT-3079,Select by percentage,50,25,25,8,330,340,341,80
3080,Nfixed-1Tele-2TIS-3IDT-4Bharti-5JT-3080,Select by percentage,8,8,46,38,80,81,82,83
3081,Nfixed-1IDT-2TIS-3TATA-4Protel-5Bharti-3081,Select by percentage,50,50,50,25,270,271,330,340
3082,Nfixed-1IDT-2TIS-3TATA-4Protel-5Bharti-3082,Select by percentage,50,50,50,25,270,271,330,340
3083,Nfixed-1IDT-2TIS-3TATA-4Protel-5Bharti-3083,Select by percentage,50,50,50,25,270,271,330,340
3084,Nfixed-1IDT-2TIS-3TATA-4Protel-5Bharti-3084,Select by percentage,50,50,50,25,270,271,330,340
3085,Nfixed-1IDT-2TIS-3TATA-4Protel-5Bharti-3085,Select by percentage,50,50,50,25,270,271,330,340
3086,Nfixed-1TIS-2JT-3IDT-4TATA-5Bharti-3086,Select by percentage,50,25,25,50,330,340,341,260
3087,NFixed-1TATAIND-2TATAVOIP-3TATA-4Protel-5Bharti-3087,Select by percentage,40,60,100,70,350,351,222,220
3088,Nfixed-1TIS-2JT-3IDT-4TATA-5Bharti-3088,Select by percentage,50,25,25,50,330,340,341,260
3089,NFixed-1TIS-2TATA-3Tele-4TATAIND-3089,Select by percentage,50,25,25,70,330,340,341,220
3090,1(NOR-TELEN) 2(IND-TATA) 3(JOD-JTG) 4(OMN-OMT),Select by percentage,45,35,10,10,82,83,81,80
3091,NFixed-1TataU-2TataC-3TelenorU-4TelenorC-5ISC,Select by percentage,100,100,50,50,220,221,80,81
3092,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3092,Select by percentage,70,30,60,20,220,221,180,181
3093,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3093,Select by percentage,70,30,60,20,220,221,180,181
3094,NFixed-1TATA-2Tele-3Qtel-4Bharti-5TIS-3094,Select by percentage,70,30,50,50,220,221,80,81
3095,NFixed-1IDTVOIP-2Tele-3TATA-4Bharti-5ISC-3095,Select by percentage,50,50,46,38,270,271,82,83
3096,NFixed-1TATAC-3TATAU-4TelenorC-5TelenorU-6Bharti-7ISC-3096,Select by percentage,30,70,50,50,221,220,82,83
3097,Nfixed-1JT-2TIS-3TATA-4Tele-5Bharti-6Protel-3097,Select by percentage,50,50,100,70,260,261,330,220
3098,Nfixed-1Protel-2JT-3TIS-4TATA-5TATAVOIP-3098,Select by percentage,50,50,50,50,335,336,260,261
3099,NFixed-1TATAU-2TATAC-3TelenorC-4TelenorU-5Bharti-6ISC,Select by percentage,70,30,50,50,220,221,82,83
3100,NFixed-1TelenorC-2TelenorU-3TataU-4TataC,Select by percentage,50,50,50,50,82,83,80,81
3102,NFixed-1TelenorU-2TATAU-3TATAC-4Bharti-5ISC-3102,Select by percentage,50,50,50,50,82,83,80,81
3103,Nfixed-1TATA-2TIS-3IDT-4JT-5Protel-3103,Select by percentage,70,30,50,25,220,221,330,340
3104,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3104,Select by percentage,70,30,60,20,220,221,180,181
